arm,skew,margin,seed,sel_id,n_sel,n_all,method,split,t,dim_precision,dim_recall,dim_f1,n_dims_found,membership_f1,coverage
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,3,cluster0,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.18181818181818182,0.025
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.18181818181818182,0.025
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,3,cluster1,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.4210526315789474,0.06666666666666667
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.4,0.0625
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,3,cluster2,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.3561643835616438,0.05416666666666667
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.3561643835616438,0.05416666666666667
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,3,cluster3,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,4,cluster0,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,4,cluster1,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.208955223880597,0.029166666666666667
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.208955223880597,0.029166666666666667
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,4,cluster2,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.37837837837837834,0.058333333333333334
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.15384615384615385,0.020833333333333332
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.37837837837837834,0.058333333333333334
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,4,cluster3,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.18181818181818182,0.025
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.18181818181818182,0.025
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,5,cluster0,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.4415584415584416,0.07083333333333333
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.4210526315789474,0.06666666666666667
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,5,cluster1,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.15384615384615385,0.020833333333333332
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,severity,1.0,0.5,0.3333333333333333,0.4,2,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9391304347826087,0.22916666666666666
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8807339449541285,0.20416666666666666
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,symmetric,1.0,0.5,0.3333333333333333,0.4,2,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,5,cluster2,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,symmetric,0.9,1.0,0.3333333333333333,0.5,1,0.9473684210526316,0.225
synth-sym-wide,gaussian,4.0,5,cluster3,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.888888888888889,0.2
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,severity,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,severity,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,severity,0.9,1.0,0.3333333333333333,0.5,1,0.9380530973451328,0.22083333333333333
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.8785046728971964,0.19583333333333333
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,symmetric,1.0,1.0,0.3333333333333333,0.5,1,1.0,0.25
synth-sym-wide,gaussian,4.0,6,cluster0,60,240,db,symmetric,0.95,1.0,0.3333333333333333,0.5,1,0.9655172413793104,0.23333333333333334
